# TUFS Basic Chinese, Mandarin Wordnet	cmn	http://www.coelang.tufs.ac.jp/mt/zh/	CC BY 4.0
07649854-n	cmn:lemma	肉	ròu__orth:pīnyīn
07649854-n	cmn:exe	0	小王喜欢吃蔬菜, 小李喜欢吃肉。
07649854-n	cmn:count	肉	2
07649854-n	cmn:pron	肉	ròu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_71.mp3	
09397391-n	cmn:lemma	池子	chízi__orth:pīnyīn
09397391-n	cmn:exe	0	前面有个池子。
09397391-n	cmn:count	池子	1
09397391-n	cmn:pron	池子	chízi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_533.mp3	
07935152-n	cmn:lemma	茶	chá__orth:pīnyīn
07935152-n	cmn:exe	0	请喝茶。
07935152-n	cmn:count	茶	2
07935152-n	cmn:pron	茶	chá	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_178.mp3	
03082979-n	cmn:lemma	电脑	diànnǎo__orth:pīnyīn
03082979-n	cmn:exe	0	我的电脑有点儿毛病，
03082979-n	cmn:exe	1	我的电脑坏了，
03082979-n	cmn:count	电脑	2
03082979-n	cmn:pron	电脑	diànnǎo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_374.mp3	
00312553-n	cmn:lemma	旅行	lǚxíng__orth:pīnyīn
00312553-n	cmn:exe	0	我一个人不敢去旅行。
00312553-n	cmn:count	旅行	2
00312553-n	cmn:pron	旅行	lǚxíng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_13.mp3	
04043733-n	cmn:lemma	收音机	shōuyīnjī__orth:pīnyīn
04043733-n	cmn:exe	0	这个收音机坏了，不信你听听。
04043733-n	cmn:count	收音机	1
04043733-n	cmn:pron	收音机	shōuyīnjī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_95.mp3	
01442186-a	cmn:lemma	短	duǎn__orth:pīnyīn
01442186-a	cmn:exe	0	这条裙子太短了。
01442186-a	cmn:count	短	2
01442186-a	cmn:pron	短	duǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_115.mp3	
01436003-a	cmn:lemma	短	duǎn__orth:pīnyīn
01436003-a	cmn:exe	0	这条裙子太短了。
01436003-a	cmn:count	短	2
01436003-a	cmn:pron	短	duǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_115.mp3	
01442826-a	cmn:lemma	短	duǎn__orth:pīnyīn
01442826-a	cmn:exe	0	这条裙子太短了。
01442826-a	cmn:count	短	2
01442826-a	cmn:pron	短	duǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_115.mp3	
14513694-n	cmn:lemma	家庭	jiātíng__orth:pīnyīn
14513694-n	cmn:exe	0	几十年前, 我成长在贫困家庭。
14513694-n	cmn:count	家庭	2
14513694-n	cmn:pron	家庭	jiātíng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_81.mp3	
15274074-n	cmn:lemma	假	jià__orth:pīnyīn
15274074-n	cmn:exe	0	我打算今年暑假去中国旅行。
15274074-n	cmn:count	假	1
15274074-n	cmn:pron	假	jià	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_12.mp3	
15183428-n	cmn:lemma	假	jià__orth:pīnyīn
15183428-n	cmn:exe	0	我打算今年暑假去中国旅行。
15183428-n	cmn:count	假	1
15183428-n	cmn:pron	假	jià	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_12.mp3	
15137890-n	cmn:lemma	假	jià__orth:pīnyīn
15137890-n	cmn:exe	0	我打算今年暑假去中国旅行。
15137890-n	cmn:count	假	1
15137890-n	cmn:pron	假	jià	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_12.mp3	
00027918-r	cmn:lemma	还	hái__orth:pīnyīn
00027918-r	cmn:exe	0	我叫你休息，你怎么还在这儿？
00027918-r	cmn:count	还	1
00027918-r	cmn:pron	还	hái	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_436.mp3	
00031304-r	cmn:lemma	还	hái__orth:pīnyīn
00031304-r	cmn:exe	0	我叫你休息，你怎么还在这儿？
00031304-r	cmn:count	还	1
00031304-r	cmn:pron	还	hái	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_436.mp3	
03925226-n	cmn:lemma	照片	zhàopiān__orth:pīnyīn
03925226-n	cmn:exe	0	这张照片是谁照的?
03925226-n	cmn:count	照片	1
03925226-n	cmn:pron	照片	zhàopiān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_539.mp3	
03931044-n	cmn:lemma	照片	zhàopiān__orth:pīnyīn
03931044-n	cmn:exe	0	这张照片是谁照的?
03931044-n	cmn:count	照片	1
03931044-n	cmn:pron	照片	zhàopiān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_539.mp3	
04248607-n	cmn:lemma	照片	zhàopiān__orth:pīnyīn
04248607-n	cmn:exe	0	这张照片是谁照的?
04248607-n	cmn:count	照片	1
04248607-n	cmn:pron	照片	zhàopiān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_539.mp3	
15164233-n	cmn:lemma	星期三	xīngqīsān__orth:pīnyīn
15164233-n	cmn:exe	0	星期三
15164233-n	cmn:count	星期三	1
15164233-n	cmn:pron	星期三	xīngqīsān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_405.mp3	
11524662-n	cmn:lemma	天气	tiānqì__orth:pīnyīn
11524662-n	cmn:exe	0	春天到了，天气暖和了。
11524662-n	cmn:exe	1	天气预报说，今天晚上有小雨。
11524662-n	cmn:count	天气	2
11524662-n	cmn:pron	天气	tiānqì	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_465.mp3	
07193184-n	cmn:lemma	问题	wèntí__orth:pīnyīn
07193184-n	cmn:exe	0	我有些问题。
07193184-n	cmn:count	问题	1
07193184-n	cmn:pron	问题	wèntí	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_531.mp3	
07196682-n	cmn:lemma	问题	wèntí__orth:pīnyīn
07196682-n	cmn:exe	0	我有些问题。
07196682-n	cmn:count	问题	1
07196682-n	cmn:pron	问题	wèntí	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_531.mp3	
05797597-n	cmn:lemma	问题	wèntí__orth:pīnyīn
05797597-n	cmn:exe	0	我有些问题。
05797597-n	cmn:count	问题	1
05797597-n	cmn:pron	问题	wèntí	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_531.mp3	
07193596-n	cmn:lemma	问题	wèntí__orth:pīnyīn
07193596-n	cmn:exe	0	我有些问题。
07193596-n	cmn:count	问题	1
07193596-n	cmn:pron	问题	wèntí	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_531.mp3	
01904930-v	cmn:lemma	走	zǒu__orth:pīnyīn
01904930-v	cmn:exe	0	大路上走过来两个人。
01904930-v	cmn:count	走	1
01904930-v	cmn:pron	走	zǒu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_23.mp3	
03383948-n	cmn:lemma	叉子	chāzi__orth:pīnyīn
03383948-n	cmn:exe	0	西方人用叉子吃饭。
03383948-n	cmn:count	叉子	1
03383948-n	cmn:pron	叉子	chāzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_189.mp3	
08286569-n	cmn:lemma	大学	dàxué__orth:pīnyīn
08286569-n	cmn:exe	0	四年的大学生活就要结束了。
08286569-n	cmn:count	大学	2
08286569-n	cmn:pron	大学	dàxué	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_134.mp3	
08286163-n	cmn:lemma	大学	dàxué__orth:pīnyīn
08286163-n	cmn:exe	0	四年的大学生活就要结束了。
08286163-n	cmn:count	大学	2
08286163-n	cmn:pron	大学	dàxué	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_134.mp3	
08278169-n	cmn:lemma	大学	dàxué__orth:pīnyīn
08278169-n	cmn:exe	0	四年的大学生活就要结束了。
08278169-n	cmn:count	大学	2
08278169-n	cmn:pron	大学	dàxué	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_134.mp3	
01000214-v	cmn:lemma	写	xiě__orth:pīnyīn
01000214-v	cmn:exe	0	我回家后给他写了一封信。
01000214-v	cmn:count	写	1
01000214-v	cmn:pron	写	xiě	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_473.mp3	
02471690-v	cmn:lemma	写	xiě__orth:pīnyīn
02471690-v	cmn:exe	0	我回家后给他写了一封信。
02471690-v	cmn:count	写	1
02471690-v	cmn:pron	写	xiě	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_473.mp3	
01020356-v	cmn:lemma	写	xiě__orth:pīnyīn
01020356-v	cmn:exe	0	我回家后给他写了一封信。
01020356-v	cmn:count	写	1
01020356-v	cmn:pron	写	xiě	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_473.mp3	
01691057-v	cmn:lemma	写	xiě__orth:pīnyīn
01691057-v	cmn:exe	0	我回家后给他写了一封信。
01691057-v	cmn:count	写	1
01691057-v	cmn:pron	写	xiě	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_473.mp3	
01698271-v	cmn:lemma	写	xiě__orth:pīnyīn
01698271-v	cmn:exe	0	我回家后给他写了一封信。
01698271-v	cmn:count	写	1
01698271-v	cmn:pron	写	xiě	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_473.mp3	
01020934-v	cmn:lemma	写	xiě__orth:pīnyīn
01020934-v	cmn:exe	0	我回家后给他写了一封信。
01020934-v	cmn:count	写	1
01020934-v	cmn:pron	写	xiě	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_473.mp3	
00993014-v	cmn:lemma	写	xiě__orth:pīnyīn
00993014-v	cmn:exe	0	我回家后给他写了一封信。
00993014-v	cmn:count	写	1
00993014-v	cmn:pron	写	xiě	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_473.mp3	
03822171-n	cmn:lemma	报纸	bàozhǐ__orth:pīnyīn
03822171-n	cmn:exe	0	我家订了三份报纸。
03822171-n	cmn:count	报纸	1
03822171-n	cmn:pron	报纸	bàozhǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_53.mp3	
06267145-n	cmn:lemma	报纸	bàozhǐ__orth:pīnyīn
06267145-n	cmn:exe	0	我家订了三份报纸。
06267145-n	cmn:count	报纸	1
06267145-n	cmn:pron	报纸	bàozhǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_53.mp3	
14961722-n	cmn:lemma	报纸	bàozhǐ__orth:pīnyīn
14961722-n	cmn:exe	0	我家订了三份报纸。
14961722-n	cmn:count	报纸	1
14961722-n	cmn:pron	报纸	bàozhǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_53.mp3	
07197021-n	cmn:lemma	考试	kǎoshì__orth:pīnyīn
07197021-n	cmn:exe	0	我们下星期就要考试了。
07197021-n	cmn:count	考试	1
07197021-n	cmn:pron	考试	kǎoshì	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_141.mp3	
00158309-r	cmn:lemma	正好	zhènghǎo__orth:pīnyīn
00158309-r	cmn:exe	0	正好五个人。
00158309-r	cmn:count	正好	1
00158309-r	cmn:pron	正好	zhènghǎo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_514.mp3	
00002621-r	cmn:lemma	正好	zhènghǎo__orth:pīnyīn
00002621-r	cmn:exe	0	正好五个人。
00002621-r	cmn:count	正好	1
00002621-r	cmn:pron	正好	zhènghǎo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_514.mp3	
00002950-r	cmn:lemma	正好	zhènghǎo__orth:pīnyīn
00002950-r	cmn:exe	0	正好五个人。
00002950-r	cmn:count	正好	1
00002950-r	cmn:pron	正好	zhènghǎo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_514.mp3	
13714184-n	cmn:lemma	度	dù__orth:pīnyīn
13714184-n	cmn:exe	0	发烧都三十八度了。
13714184-n	cmn:count	度	2
13714184-n	cmn:pron	度	dù	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_158.mp3	
00119568-n	cmn:lemma	跳	tiào__orth:pīnyīn
00119568-n	cmn:exe	0	她突然站起来要往湖里跳。
00119568-n	cmn:count	跳	1
00119568-n	cmn:pron	跳	tiào	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_26.mp3	
08145553-n	cmn:lemma	邮局	yóujú__orth:pīnyīn
08145553-n	cmn:exe	0	我去邮局买邮票。
08145553-n	cmn:count	邮局	1
08145553-n	cmn:pron	邮局	yóujú	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_215.mp3	
15237044-n	cmn:lemma	春天	chūntiān__orth:pīnyīn
15237044-n	cmn:exe	0	春天到了，天气暖和了。
15237044-n	cmn:count	春天	1
15237044-n	cmn:pron	春天	chūntiān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_418.mp3	
01270199-v	cmn:lemma	洗衣服	xǐyīfu__orth:pīnyīn
01270199-v	cmn:exe	0	快洗衣服吧。
01270199-v	cmn:count	洗衣服	1
01270199-v	cmn:pron	洗衣服	xǐyīfu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_78.mp3	
06505517-n	cmn:lemma	复印	fùyìn__orth:pīnyīn
06505517-n	cmn:exe	0	复印机叫人修好了。
06505517-n	cmn:count	复印	1
06505517-n	cmn:pron	复印	fùyìn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_56.mp3	
15166462-n	cmn:lemma	傍晚	bàngwǎn__orth:pīnyīn
15166462-n	cmn:exe	0	她昨天傍晚才回来。
15166462-n	cmn:count	傍晚	1
15166462-n	cmn:pron	傍晚	bàngwǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_426.mp3	
15166462-n	cmn:lemma	傍晚	bàngwǎn__orth:pīnyīn
15166462-n	cmn:pron	傍晚	bàngwǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_426.mp3	
15166462-n	cmn:lemma	昨夜	zuóyè__orth:pīnyīn
15166462-n	cmn:exe	0	从昨夜开始下的雨好容易停了。
15166462-n	cmn:count	昨夜	2
15166462-n	cmn:pron	昨夜	zuóyè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_545.mp3	
01343918-a	cmn:lemma	有意思	yǒuyìsi__orth:pīnyīn
01343918-a	cmn:exe	0	我觉得网球比什么运动都有意思。
01343918-a	cmn:count	有意思	1
01343918-a	cmn:pron	有意思	yǒuyìsi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_286.mp3	
01344344-a	cmn:lemma	有意思	yǒuyìsi__orth:pīnyīn
01344344-a	cmn:exe	0	我觉得网球比什么运动都有意思。
01344344-a	cmn:count	有意思	1
01344344-a	cmn:pron	有意思	yǒuyìsi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_286.mp3	
01344344-a	cmn:lemma	愉快	yúkuài__orth:pīnyīn
01344344-a	cmn:exe	0	祝你在日本逗留期间过得愉快。
01344344-a	cmn:count	愉快	1
01344344-a	cmn:pron	愉快	yúkuài	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_525.mp3	
01265308-a	cmn:lemma	有意思	yǒuyìsi__orth:pīnyīn
01265308-a	cmn:exe	0	我觉得网球比什么运动都有意思。
01265308-a	cmn:count	有意思	1
01265308-a	cmn:pron	有意思	yǒuyìsi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_286.mp3	
01344485-a	cmn:lemma	有意思	yǒuyìsi__orth:pīnyīn
01344485-a	cmn:exe	0	我觉得网球比什么运动都有意思。
01344485-a	cmn:count	有意思	1
01344485-a	cmn:pron	有意思	yǒuyìsi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_286.mp3	
00067045-r	cmn:lemma	前面	qiánmian__orth:pīnyīn
00067045-r	cmn:exe	0	前面可能发生了交通事故。
00067045-r	cmn:count	前面	1
00067045-r	cmn:pron	前面	qiánmian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_117.mp3	
00067265-r	cmn:lemma	前面	qiánmian__orth:pīnyīn
00067265-r	cmn:exe	0	前面可能发生了交通事故。
00067265-r	cmn:count	前面	1
00067265-r	cmn:pron	前面	qiánmian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_117.mp3	
90000515-n	cmn:lemma	后天	hòutiān__orth:pīnyīn
90000515-n	cmn:exe	0	后天上午十点参加口试。
90000515-n	cmn:count	后天	1
90000515-n	cmn:pron	后天	hòutiān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_432.mp3	
01296462-v	cmn:lemma	安	ān__orth:pīnyīn
01296462-v	cmn:exe	0	因为屋子太暗,安了扇窗户。
01296462-v	cmn:count	安	1
01296462-v	cmn:pron	安	ān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_366.mp3	
01801029-a	cmn:lemma	愉快	yúkuài__orth:pīnyīn
01801029-a	cmn:exe	0	祝你在日本逗留期间过得愉快。
01801029-a	cmn:count	愉快	1
01801029-a	cmn:pron	愉快	yúkuài	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_525.mp3	
03906997-n	cmn:lemma	笔	bǐ__orth:pīnyīn
03906997-n	cmn:exe	0	这枝笔用起来很方便。
03906997-n	cmn:count	笔	1
03906997-n	cmn:pron	笔	bǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_378.mp3	
77000095-n	cmn:lemma	谁	shéi__orth:pīnyīn
77000095-n	cmn:pron	谁	shéi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_252.mp3	
77000095-n	cmn:lemma	哪位	něiwèi__orth:pīnyīn
77000095-n	cmn:exe	0	您是哪位呀?
77000095-n	cmn:count	哪位	1
77000095-n	cmn:pron	哪位	něiwèi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_552.mp3	
77000095-n	cmn:lemma	谁	shéi__orth:pīnyīn
77000095-n	cmn:exe	0	这件事谁都不知道。
77000095-n	cmn:count	谁	1
77000095-n	cmn:pron	谁	shéi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_252.mp3	
90000500-n	cmn:lemma	前年	qiánnián__orth:pīnyīn
90000500-n	cmn:exe	0	我们前年结的婚。
90000500-n	cmn:count	前年	1
90000500-n	cmn:pron	前年	qiánnián	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_420.mp3	
90000500-n	cmn:lemma	前年	qiánnián__orth:pīnyīn
90000500-n	cmn:exe	0	我们是前年结的婚。
90000500-n	cmn:count	前年	1
90000500-n	cmn:pron	前年	qiánnián	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_420.mp3	
03221720-n	cmn:lemma	门	mén__orth:pīnyīn
03221720-n	cmn:exe	0	他出去开门了。
03221720-n	cmn:count	门	1
03221720-n	cmn:pron	门	mén	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_243.mp3	
03221720-n	cmn:lemma	门	mén__orth:pīnyīn
03221720-n	cmn:exe	0	把门关上。
03221720-n	cmn:count	门	1
03221720-n	cmn:pron	门	mén	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_243.mp3	
00050681-r	cmn:lemma	没有	méiyǒu__orth:pīnyīn
00050681-r	cmn:exe	0	我没有电脑。
00050681-r	cmn:count	没有	1
00050681-r	cmn:pron	没有	méiyǒu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_515.mp3	
00024587-r	cmn:lemma	没有	méiyǒu__orth:pīnyīn
00024587-r	cmn:exe	0	我没有电脑。
00024587-r	cmn:count	没有	1
00024587-r	cmn:pron	没有	méiyǒu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_515.mp3	
77000012-n	cmn:lemma	我	wǒ__orth:pīnyīn
77000012-n	cmn:exe	0	我要这个。
77000012-n	cmn:count	我	1
77000012-n	cmn:pron	我	wǒ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_249.mp3	
77000015-n	cmn:lemma	我	wǒ__orth:pīnyīn
77000015-n	cmn:exe	0	我要这个。
77000015-n	cmn:count	我	1
77000015-n	cmn:pron	我	wǒ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_249.mp3	
01344963-a	cmn:lemma	无聊	wúliáo__orth:pīnyīn
01344963-a	cmn:exe	0	真无聊。
01344963-a	cmn:count	无聊	1
01344963-a	cmn:pron	无聊	wúliáo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_295.mp3	
01170052-v	cmn:lemma	喝	hē__orth:pīnyīn
01170052-v	cmn:exe	0	我渴得要命，快给我一点儿水喝。
01170052-v	cmn:exe	1	他也不喝啤酒。
01170052-v	cmn:count	喝	2
01170052-v	cmn:pron	喝	hē	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_183.mp3	
03282295-n	cmn:lemma	大使馆	dàshǐguǎn__orth:pīnyīn
03282295-n	cmn:exe	0	日本大使馆在哪儿？
03282295-n	cmn:count	大使馆	1
03282295-n	cmn:pron	大使馆	dàshǐguǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_16.mp3	
14145501-n	cmn:lemma	感冒	gǎnmào__orth:pīnyīn
14145501-n	cmn:exe	0	感冒了。
14145501-n	cmn:count	感冒	1
14145501-n	cmn:pron	感冒	gǎnmào	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_155.mp3	
06796119-n	cmn:lemma	邮票	yóupiào__orth:pīnyīn
06796119-n	cmn:exe	0	我去邮局买邮票。
06796119-n	cmn:count	邮票	1
06796119-n	cmn:pron	邮票	yóupiào	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_218.mp3	
07775375-n	cmn:lemma	鱼	yú__orth:pīnyīn
07775375-n	cmn:exe	0	我不爱吃鱼。
07775375-n	cmn:count	鱼	1
07775375-n	cmn:pron	鱼	yú	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_68.mp3	
02512053-n	cmn:lemma	鱼	yú__orth:pīnyīn
02512053-n	cmn:exe	0	我不爱吃鱼。
02512053-n	cmn:count	鱼	1
02512053-n	cmn:pron	鱼	yú	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_68.mp3	
04588365-n	cmn:lemma	窗户	chuānghu__orth:pīnyīn
04588365-n	cmn:exe	0	窗户前边儿有一盆花。
04588365-n	cmn:count	窗户	1
04588365-n	cmn:pron	窗户	chuānghu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_240.mp3	
04587648-n	cmn:lemma	窗户	chuānghu__orth:pīnyīn
04587648-n	cmn:exe	0	窗户前边儿有一盆花。
04587648-n	cmn:count	窗户	1
04587648-n	cmn:pron	窗户	chuānghu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_240.mp3	
05216365-n	cmn:lemma	身体	shēntǐ__orth:pīnyīn
05216365-n	cmn:exe	0	现在身体怎么样了？
05216365-n	cmn:count	身体	1
05216365-n	cmn:pron	身体	shēntǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_343.mp3	
76100002-x	cmn:lemma	本	běn__orth:pīnyīn
76100002-x	cmn:exe	0	这本书八十块钱。
76100002-x	cmn:count	本	2
76100002-x	cmn:pron	本	běn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_59.mp3	
76100002-x	cmn:lemma	张	zhāng__orth:pīnyīn
76100002-x	cmn:exe	0	墙上有一张地图。
76100002-x	cmn:count	张	1
76100002-x	cmn:pron	张	zhāng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_220.mp3	
04967191-n	cmn:lemma	绿色	lǜsè__orth:pīnyīn
04967191-n	cmn:exe	0	他带着一顶绿色的军帽。
04967191-n	cmn:count	绿色	1
04967191-n	cmn:pron	绿色	lǜsè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_506.mp3	
80001047-v	cmn:lemma	死	sǐ__orth:pīnyīn
80001047-v	cmn:exe	0	邻居家死了一只猫。
80001047-v	cmn:exe	1	他死了五年了。
80001047-v	cmn:count	死	4
80001047-v	cmn:pron	死	sǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_154.mp3	
03497657-n	cmn:lemma	帽子	màozi__orth:pīnyīn
03497657-n	cmn:exe	0	他戴着绿色的帽子。
03497657-n	cmn:count	帽子	2
03497657-n	cmn:pron	帽子	màozi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_223.mp3	
15129927-n	cmn:lemma	点	diǎn__orth:pīnyīn
15129927-n	cmn:exe	0	两点(钟)
15129927-n	cmn:exe	1	十点十三分
15129927-n	cmn:exe	2	七点钟，好吗？
15129927-n	cmn:exe	3	七点一刻吧。
15129927-n	cmn:count	点	4
15129927-n	cmn:pron	点	diǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_424.mp3	
06359877-n	cmn:lemma	文章	wénzhāng__orth:pīnyīn
06359877-n	cmn:exe	0	他写的文章有点儿那个…
06359877-n	cmn:exe	1	我写好了三篇文章。
06359877-n	cmn:count	文章	4
06359877-n	cmn:pron	文章	wénzhāng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_479.mp3	
00546389-n	cmn:lemma	歌	gē__orth:pīnyīn
00546389-n	cmn:exe	0	流行歌曲也喜欢。
00546389-n	cmn:count	歌	2
00546389-n	cmn:pron	歌	gē	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_445.mp3	
07048000-n	cmn:lemma	歌	gē__orth:pīnyīn
07048000-n	cmn:exe	0	流行歌曲也喜欢。
07048000-n	cmn:count	歌	2
07048000-n	cmn:pron	歌	gē	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_445.mp3	
